hour_start,transaction_count,amount_usd,unique_ip,labelled_fraud_count,labelled_fraud_amount_usd,labelled_fraud_rate
2026-01-03T16:00:00,83,21690.55,83,0,,0.0
2026-01-03T17:00:00,78,15400.239999999998,78,0,,0.0
2026-01-03T18:00:00,89,9072.56,89,0,,0.0
2026-01-03T19:00:00,92,17169.559999999998,92,0,,0.0
2026-01-03T20:00:00,65,13635.03,65,0,,0.0
2026-01-03T21:00:00,102,21342.94,102,0,,0.0
2026-01-03T22:00:00,66,11152.11,66,0,,0.0
2026-01-03T23:00:00,94,14318.34,94,0,,0.0
2026-01-04T00:00:00,69,9278.66,69,0,,0.0
2026-01-04T01:00:00,69,15340.62,69,0,,0.0
2026-01-04T02:00:00,73,6804.639999999999,73,0,,0.0
2026-01-04T03:00:00,67,14784.349999999999,67,0,,0.0
2026-01-04T04:00:00,77,8749.25,77,0,,0.0
2026-01-04T05:00:00,78,7055.440000000001,78,0,,0.0
2026-01-04T06:00:00,74,9451.24,74,0,,0.0
2026-01-04T07:00:00,102,26074.65,102,1,14588.39,0.00980392156862745
2026-01-04T08:00:00,89,10174.27,89,0,,0.0
2026-01-04T09:00:00,87,14601.03,87,0,,0.0
2026-01-04T10:00:00,67,13904.560000000001,67,0,,0.0
2026-01-04T11:00:00,81,7368.5199999999995,81,0,,0.0
2026-01-04T12:00:00,86,50069.71,86,1,30704.81,0.011627906976744186
2026-01-04T13:00:00,78,15868.459999999997,78,0,,0.0
2026-01-04T14:00:00,75,9296.02,75,0,,0.0
2026-01-04T15:00:00,90,9260.060000000001,90,0,,0.0
2026-01-04T16:00:00,71,8734.74,71,0,,0.0
2026-01-04T17:00:00,66,9668.92,66,0,,0.0
2026-01-04T18:00:00,93,40744.649999999994,93,1,25849.91,0.010752688172043012
2026-01-04T19:00:00,76,17404.11,76,0,,0.0
2026-01-04T20:00:00,70,157784.18999999997,70,1,149081.06,0.014285714285714285
2026-01-04T21:00:00,81,6227.23,81,0,,0.0
2026-01-04T22:00:00,94,38236.48999999999,94,1,18307.64,0.010638297872340425
2026-01-04T23:00:00,89,12583.529999999997,89,0,,0.0
2026-01-05T00:00:00,77,13658.189999999999,77,0,,0.0
2026-01-05T01:00:00,95,13338.360000000002,95,0,,0.0
2026-01-05T02:00:00,88,18442.179999999997,88,1,7881.89,0.011363636363636364
2026-01-05T03:00:00,84,12089.22,84,0,,0.0
2026-01-05T04:00:00,66,7353.66,66,0,,0.0
2026-01-05T05:00:00,83,12773.56,83,1,1399.81,0.012048192771084338
2026-01-05T06:00:00,55,11766.649999999998,55,0,,0.0
2026-01-05T07:00:00,81,12241.78,81,0,,0.0
2026-01-05T08:00:00,61,8372.63,61,0,,0.0
2026-01-05T09:00:00,75,35974.42,75,1,21083.32,0.013333333333333334
2026-01-05T10:00:00,84,11435.710000000003,84,0,,0.0
2026-01-05T11:00:00,67,8209.210000000001,67,0,,0.0
2026-01-05T12:00:00,69,8744.910000000002,69,0,,0.0
2026-01-05T13:00:00,75,13771.059999999998,75,0,,0.0
2026-01-05T14:00:00,77,9124.789999999999,77,1,784.06,0.012987012987012988
2026-01-05T15:00:00,62,7285.920000000001,62,0,,0.0
2026-01-05T16:00:00,67,7360.5199999999995,67,0,,0.0
2026-01-05T17:00:00,61,13442.03,61,0,,0.0
2026-01-05T18:00:00,79,11402.88,79,0,,0.0
2026-01-05T19:00:00,90,17185.670000000002,90,0,,0.0
2026-01-05T20:00:00,77,15308.680000000002,77,0,,0.0
2026-01-05T21:00:00,79,7992.73,79,0,,0.0
2026-01-05T22:00:00,78,11558.090000000002,78,0,,0.0
2026-01-05T23:00:00,77,7049.539999999999,77,0,,0.0
2026-01-06T00:00:00,74,7597.700000000001,74,0,,0.0
2026-01-06T01:00:00,92,11482.11,92,0,,0.0
2026-01-06T02:00:00,76,10853.16,76,0,,0.0
2026-01-06T03:00:00,57,7324.129999999999,57,0,,0.0
2026-01-06T04:00:00,93,10882.17,93,0,,0.0
2026-01-06T05:00:00,68,8555.869999999999,68,0,,0.0
2026-01-06T06:00:00,76,7302.509999999998,76,0,,0.0
2026-01-06T07:00:00,72,19885.59,72,0,,0.0
2026-01-06T08:00:00,77,21630.989999999998,77,0,,0.0
2026-01-06T09:00:00,65,20109.55,65,0,,0.0
2026-01-06T10:00:00,88,6610.0,88,0,,0.0
2026-01-06T11:00:00,81,19558.68,81,0,,0.0
2026-01-06T12:00:00,73,23385.5,73,1,14659.47,0.0136986301369863
2026-01-06T13:00:00,80,11885.420000000002,80,0,,0.0
2026-01-06T14:00:00,84,24576.450000000004,84,1,12977.41,0.011904761904761904
2026-01-06T15:00:00,75,39592.689999999995,75,0,,0.0
2026-01-06T16:00:00,71,14074.110000000004,71,0,,0.0
2026-01-06T17:00:00,80,9116.9,80,0,,0.0
2026-01-06T18:00:00,75,11708.500000000002,75,0,,0.0
2026-01-06T19:00:00,75,12082.650000000001,75,0,,0.0
2026-01-06T20:00:00,77,11188.919999999998,77,0,,0.0
2026-01-06T21:00:00,69,10213.989999999998,69,0,,0.0
2026-01-06T22:00:00,87,6993.150000000001,87,0,,0.0
2026-01-06T23:00:00,74,18835.61,74,0,,0.0
2026-01-07T00:00:00,89,14369.14,89,0,,0.0
2026-01-07T01:00:00,76,10130.679999999998,76,0,,0.0
2026-01-07T02:00:00,85,18605.670000000002,85,0,,0.0
2026-01-07T03:00:00,82,21679.089999999997,82,0,,0.0
2026-01-07T04:00:00,82,15802.1,82,0,,0.0
2026-01-07T05:00:00,84,9199.300000000001,84,0,,0.0
2026-01-07T06:00:00,66,14325.039999999999,66,1,3327.45,0.015151515151515152
2026-01-07T07:00:00,83,20201.37,83,0,,0.0
2026-01-07T08:00:00,72,11366.310000000001,72,0,,0.0
2026-01-07T09:00:00,76,14000.259999999998,76,0,,0.0
2026-01-07T10:00:00,99,29356.829999999998,99,1,19184.48,0.010101010101010102
2026-01-07T11:00:00,83,9160.83,83,0,,0.0
2026-01-07T12:00:00,92,10864.630000000001,92,0,,0.0
2026-01-07T13:00:00,70,8729.220000000001,70,0,,0.0
2026-01-07T14:00:00,74,34719.200000000004,74,1,20156.26,0.013513513513513514
2026-01-07T15:00:00,70,69119.77,70,1,52707.07,0.014285714285714285
2026-01-07T16:00:00,82,38671.48,82,1,20764.04,0.012195121951219513
2026-01-07T17:00:00,64,4469.65,64,0,,0.0
2026-01-07T18:00:00,89,10498.199999999999,89,0,,0.0
2026-01-07T19:00:00,68,10159.159999999998,68,0,,0.0
2026-01-07T20:00:00,88,15693.439999999999,88,0,,0.0
2026-01-07T21:00:00,83,6887.76,83,0,,0.0
2026-01-07T22:00:00,78,13125.019999999997,78,0,,0.0
2026-01-07T23:00:00,77,9686.86,77,0,,0.0
2026-01-08T00:00:00,68,14904.279999999999,68,0,,0.0
2026-01-08T01:00:00,90,14065.19,90,0,,0.0
2026-01-08T02:00:00,73,6089.51,73,0,,0.0
2026-01-08T03:00:00,83,152054.05,83,0,,0.0
2026-01-08T04:00:00,68,14926.899999999998,68,1,9838.19,0.014705882352941176
2026-01-08T05:00:00,76,11936.77,76,0,,0.0
2026-01-08T06:00:00,106,24387.800000000003,106,0,,0.0
2026-01-08T07:00:00,96,8247.23,96,0,,0.0
2026-01-08T08:00:00,71,10734.019999999999,71,0,,0.0
2026-01-08T09:00:00,76,38904.159999999996,76,1,25643.16,0.013157894736842105
2026-01-08T10:00:00,83,13093.189999999999,83,0,,0.0
2026-01-08T11:00:00,94,32875.9,94,0,,0.0
2026-01-08T12:00:00,70,19672.19,70,0,,0.0
2026-01-08T13:00:00,83,35794.89,83,1,16869.48,0.012048192771084338
2026-01-08T14:00:00,71,10756.499999999998,71,0,,0.0
2026-01-08T15:00:00,81,29537.960000000003,81,1,20118.24,0.012345679012345678
2026-01-08T16:00:00,67,14403.339999999998,67,0,,0.0
2026-01-08T17:00:00,69,8899.640000000001,69,0,,0.0
2026-01-08T18:00:00,65,6700.88,65,0,,0.0
2026-01-08T19:00:00,79,12211.06,79,0,,0.0
2026-01-08T20:00:00,79,14527.450000000003,79,0,,0.0
2026-01-08T21:00:00,79,8359.32,79,0,,0.0
2026-01-08T22:00:00,68,7510.649999999999,68,0,,0.0
2026-01-08T23:00:00,100,18181.12,100,0,,0.0
2026-01-09T00:00:00,82,16238.509999999998,82,0,,0.0
2026-01-09T01:00:00,85,8738.660000000002,85,0,,0.0
2026-01-09T02:00:00,70,90223.07000000002,70,1,79844.49,0.014285714285714285
2026-01-09T03:00:00,90,10076.25,90,0,,0.0
2026-01-09T04:00:00,78,14977.46,78,0,,0.0
2026-01-09T05:00:00,76,11392.830000000002,76,1,4392.63,0.013157894736842105
2026-01-09T06:00:00,83,10074.5,83,0,,0.0
2026-01-09T07:00:00,65,13106.729999999998,65,0,,0.0
2026-01-09T08:00:00,77,15128.620000000003,77,0,,0.0
2026-01-09T09:00:00,71,7263.73,71,0,,0.0
2026-01-09T10:00:00,79,10152.720000000001,79,0,,0.0
2026-01-09T11:00:00,69,63228.85999999999,69,1,56829.5,0.014492753623188406
2026-01-09T12:00:00,71,11285.349999999999,71,0,,0.0
2026-01-09T13:00:00,74,9649.13,74,0,,0.0
2026-01-09T14:00:00,74,14136.350000000002,74,0,,0.0
2026-01-09T15:00:00,80,15429.26,80,0,,0.0
2026-01-09T16:00:00,73,13086.68,73,0,,0.0
2026-01-09T17:00:00,80,60335.08,80,2,52733.240000000005,0.025
2026-01-09T18:00:00,83,6438.63,83,0,,0.0
2026-01-09T19:00:00,70,6541.9,70,0,,0.0
2026-01-09T20:00:00,64,12501.32,64,0,,0.0
2026-01-09T21:00:00,66,11141.67,66,0,,0.0
2026-01-09T22:00:00,69,6704.4299999999985,69,0,,0.0
2026-01-09T23:00:00,89,37129.11,89,0,,0.0
2026-01-10T00:00:00,75,10274.789999999997,75,0,,0.0
2026-01-10T01:00:00,89,14349.73,89,0,,0.0
2026-01-10T02:00:00,69,14671.35,69,0,,0.0
2026-01-10T03:00:00,74,8705.970000000001,74,0,,0.0
2026-01-10T04:00:00,78,13276.12,78,0,,0.0
2026-01-10T05:00:00,72,10171.04,72,0,,0.0
2026-01-10T06:00:00,97,18410.14,97,0,,0.0
2026-01-10T07:00:00,93,10586.76,93,0,,0.0
2026-01-10T08:00:00,91,26810.58,91,0,,0.0
2026-01-10T09:00:00,68,16743.74,68,0,,0.0
2026-01-10T10:00:00,67,8139.629999999999,67,0,,0.0
2026-01-10T11:00:00,77,8131.249999999999,77,0,,0.0
2026-01-10T12:00:00,76,7533.44,76,0,,0.0
2026-01-10T13:00:00,69,11945.14,69,0,,0.0
2026-01-10T14:00:00,77,19986.97,77,0,,0.0
2026-01-10T15:00:00,71,11255.919999999998,71,0,,0.0
2026-01-10T16:00:00,61,26578.11,61,1,19645.99,0.01639344262295082
2026-01-10T17:00:00,90,31629.6,90,0,,0.0
2026-01-10T18:00:00,80,11256.02,80,0,,0.0
2026-01-10T19:00:00,83,117363.56999999999,83,1,107647.97,0.012048192771084338
2026-01-10T20:00:00,79,12142.410000000002,79,0,,0.0
2026-01-10T21:00:00,73,11338.33,73,0,,0.0
2026-01-10T22:00:00,80,16831.89,80,0,,0.0
2026-01-10T23:00:00,77,8821.41,77,0,,0.0
2026-01-11T00:00:00,63,27120.71,63,0,,0.0
2026-01-11T01:00:00,72,25518.619999999995,72,1,10154.58,0.013888888888888888
2026-01-11T02:00:00,83,25166.15,83,0,,0.0
2026-01-11T03:00:00,71,11196.28,71,0,,0.0
2026-01-11T04:00:00,77,8307.339999999998,77,0,,0.0
2026-01-11T05:00:00,73,11020.57,73,0,,0.0
2026-01-11T06:00:00,76,28843.350000000002,76,0,,0.0
2026-01-11T07:00:00,77,7326.03,77,0,,0.0
2026-01-11T08:00:00,75,10694.669999999998,75,0,,0.0
2026-01-11T09:00:00,72,10274.05,72,0,,0.0
2026-01-11T10:00:00,73,7667.750000000001,73,0,,0.0
2026-01-11T11:00:00,79,8127.25,79,0,,0.0
2026-01-11T12:00:00,84,16744.569999999996,84,0,,0.0
2026-01-11T13:00:00,86,17129.27,86,0,,0.0
2026-01-11T14:00:00,71,6238.79,71,0,,0.0
2026-01-11T15:00:00,76,19095.3,76,0,,0.0
2026-01-11T16:00:00,77,5747.46,77,0,,0.0
2026-01-11T17:00:00,75,6530.4800000000005,75,0,,0.0
2026-01-11T18:00:00,91,13356.54,91,0,,0.0
2026-01-11T19:00:00,69,10119.330000000002,69,0,,0.0
2026-01-11T20:00:00,83,9304.92,83,0,,0.0
2026-01-11T21:00:00,89,16288.090000000002,89,0,,0.0
2026-01-11T22:00:00,62,11432.490000000002,62,0,,0.0
2026-01-11T23:00:00,73,11038.15,73,0,,0.0
2026-01-12T00:00:00,97,12826.85,97,0,,0.0
2026-01-12T01:00:00,89,7461.9,89,0,,0.0
2026-01-12T02:00:00,75,23620.58,75,0,,0.0
2026-01-12T03:00:00,74,11917.49,74,0,,0.0
2026-01-12T04:00:00,79,15609.050000000003,79,0,,0.0
2026-01-12T05:00:00,72,9834.84,72,0,,0.0
2026-01-12T06:00:00,60,18003.93,60,0,,0.0
2026-01-12T07:00:00,69,17831.15,69,1,5139.8,0.014492753623188406
2026-01-12T08:00:00,69,7344.59,69,0,,0.0
2026-01-12T09:00:00,73,7747.09,73,0,,0.0
2026-01-12T10:00:00,71,9020.490000000002,71,0,,0.0
2026-01-12T11:00:00,77,22082.420000000002,77,0,,0.0
2026-01-12T12:00:00,65,72072.97,65,3,51604.06,0.046153846153846156
2026-01-12T13:00:00,65,8778.689999999999,65,0,,0.0
2026-01-12T14:00:00,65,4887.28,65,0,,0.0
2026-01-12T15:00:00,90,14786.8,90,0,,0.0
2026-01-12T16:00:00,90,27807.839999999997,90,0,,0.0
2026-01-12T17:00:00,93,28987.72,93,0,,0.0
2026-01-12T18:00:00,72,7144.12,72,0,,0.0
2026-01-12T19:00:00,78,9079.170000000002,78,0,,0.0
2026-01-12T20:00:00,72,8252.240000000002,72,0,,0.0
2026-01-12T21:00:00,83,6602.3,83,0,,0.0
2026-01-12T22:00:00,74,12083.45,74,0,,0.0
2026-01-12T23:00:00,69,6930.62,69,0,,0.0
2026-01-13T00:00:00,99,17090.28,99,0,,0.0
2026-01-13T01:00:00,63,14215.73,63,0,,0.0
2026-01-13T02:00:00,67,11412.4,67,0,,0.0
2026-01-13T03:00:00,66,6881.06,66,0,,0.0
2026-01-13T04:00:00,82,6699.450000000001,82,0,,0.0
2026-01-13T05:00:00,70,22069.28,70,0,,0.0
2026-01-13T06:00:00,82,15927.460000000001,82,0,,0.0
2026-01-13T07:00:00,61,5317.719999999999,61,0,,0.0
2026-01-13T08:00:00,65,18085.550000000003,65,0,,0.0
2026-01-13T09:00:00,91,122117.52,91,1,107654.21,0.01098901098901099
2026-01-13T10:00:00,67,11782.67,67,0,,0.0
2026-01-13T11:00:00,86,17148.020000000004,86,0,,0.0
2026-01-13T12:00:00,77,8358.19,77,0,,0.0
2026-01-13T13:00:00,79,12551.170000000002,79,0,,0.0
2026-01-13T14:00:00,77,9907.090000000004,77,0,,0.0
2026-01-13T15:00:00,68,9474.470000000001,68,0,,0.0
2026-01-13T16:00:00,81,15493.51,81,0,,0.0
2026-01-13T17:00:00,84,15574.239999999998,84,0,,0.0
2026-01-13T18:00:00,79,10724.460000000001,79,0,,0.0
2026-01-13T19:00:00,75,12377.229999999998,75,0,,0.0
2026-01-13T20:00:00,65,16262.470000000005,65,0,,0.0
2026-01-13T21:00:00,73,25589.27,73,1,17322.31,0.0136986301369863
2026-01-13T22:00:00,79,7448.339999999998,79,0,,0.0
2026-01-13T23:00:00,78,11392.79,78,1,3044.13,0.01282051282051282
2026-01-14T00:00:00,90,18819.34,90,0,,0.0
2026-01-14T01:00:00,73,7581.629999999999,73,0,,0.0
2026-01-14T02:00:00,78,9086.62,78,0,,0.0
2026-01-14T03:00:00,73,12907.72,73,0,,0.0
2026-01-14T04:00:00,81,11988.779999999999,81,0,,0.0
2026-01-14T05:00:00,73,8129.950000000001,73,0,,0.0
2026-01-14T06:00:00,60,67547.70000000001,60,2,17656.27,0.03333333333333333
2026-01-14T07:00:00,63,13920.4,63,0,,0.0
2026-01-14T08:00:00,92,15477.119999999999,92,1,5941.91,0.010869565217391304
2026-01-14T09:00:00,78,10183.600000000002,78,0,,0.0
2026-01-14T10:00:00,65,5912.92,65,0,,0.0
2026-01-14T11:00:00,74,13772.58,74,0,,0.0
2026-01-14T12:00:00,82,10506.34,82,0,,0.0
2026-01-14T13:00:00,81,19092.729999999996,81,0,,0.0
2026-01-14T14:00:00,75,15837.89,75,0,,0.0
2026-01-14T15:00:00,103,13690.86,103,0,,0.0
2026-01-14T16:00:00,66,9664.23,66,0,,0.0
2026-01-14T17:00:00,81,15866.110000000002,81,0,,0.0
2026-01-14T18:00:00,81,29154.359999999993,81,0,,0.0
2026-01-14T19:00:00,84,21551.22,84,1,5992.28,0.011904761904761904
2026-01-14T20:00:00,85,17604.05,85,0,,0.0
2026-01-14T21:00:00,60,7510.88,60,0,,0.0
2026-01-14T22:00:00,91,23020.559999999998,91,0,,0.0
2026-01-14T23:00:00,99,10730.090000000002,99,0,,0.0
2026-01-15T00:00:00,80,48849.6,80,1,42039.56,0.0125
2026-01-15T01:00:00,101,10194.36,101,0,,0.0
2026-01-15T02:00:00,75,12627.67,75,0,,0.0
2026-01-15T03:00:00,99,10972.800000000001,99,0,,0.0
2026-01-15T04:00:00,86,33169.45999999999,86,1,2830.11,0.011627906976744186
2026-01-15T05:00:00,75,9846.759999999998,75,0,,0.0
2026-01-15T06:00:00,73,8402.69,73,0,,0.0
2026-01-15T07:00:00,67,35474.20999999999,67,1,21701.87,0.014925373134328358
2026-01-15T08:00:00,74,10729.1,74,0,,0.0
2026-01-15T09:00:00,72,13293.699999999999,72,0,,0.0
2026-01-15T10:00:00,73,21128.649999999998,73,1,413.43,0.0136986301369863
2026-01-15T11:00:00,82,6806.889999999999,82,0,,0.0
2026-01-15T12:00:00,79,10279.550000000001,79,0,,0.0
2026-01-15T13:00:00,89,7840.67,89,0,,0.0
2026-01-15T14:00:00,75,8311.32,75,0,,0.0
2026-01-15T15:00:00,85,9638.470000000001,85,0,,0.0
2026-01-15T16:00:00,81,13793.509999999998,81,0,,0.0
2026-01-15T17:00:00,77,14554.949999999999,77,0,,0.0
2026-01-15T18:00:00,72,13573.76,72,0,,0.0
2026-01-15T19:00:00,76,16837.83,76,0,,0.0
2026-01-15T20:00:00,89,9718.24,89,0,,0.0
2026-01-15T21:00:00,77,14857.64,77,0,,0.0
2026-01-15T22:00:00,67,16122.0,67,0,,0.0
2026-01-15T23:00:00,78,11059.3,78,0,,0.0
2026-01-16T00:00:00,77,11227.859999999999,77,0,,0.0
2026-01-16T01:00:00,67,7835.399999999999,67,0,,0.0
2026-01-16T02:00:00,85,11474.500000000002,85,0,,0.0
2026-01-16T03:00:00,72,11431.1,72,0,,0.0
2026-01-16T04:00:00,76,10489.159999999998,76,0,,0.0
2026-01-16T05:00:00,82,20785.05,82,0,,0.0
2026-01-16T06:00:00,91,13180.460000000001,91,0,,0.0
2026-01-16T07:00:00,76,42223.07,76,1,20879.57,0.013157894736842105
2026-01-16T08:00:00,74,13227.160000000002,74,0,,0.0
2026-01-16T09:00:00,71,8556.18,71,0,,0.0
2026-01-16T10:00:00,89,12608.650000000001,89,0,,0.0
2026-01-16T11:00:00,65,7060.799999999999,65,0,,0.0
2026-01-16T12:00:00,86,10766.35,86,0,,0.0
2026-01-16T13:00:00,60,7548.12,60,0,,0.0
2026-01-16T14:00:00,93,11264.43,93,0,,0.0
2026-01-16T15:00:00,68,8627.959999999997,68,0,,0.0
2026-01-16T16:00:00,61,4495.870000000001,61,0,,0.0
2026-01-16T17:00:00,83,10553.560000000001,83,0,,0.0
2026-01-16T18:00:00,81,10725.73,81,0,,0.0
2026-01-16T19:00:00,68,8253.699999999999,68,0,,0.0
2026-01-16T20:00:00,77,9848.680000000002,77,0,,0.0
2026-01-16T21:00:00,77,7785.319999999999,77,0,,0.0
2026-01-16T22:00:00,80,7266.0,80,0,,0.0
2026-01-16T23:00:00,68,9994.15,68,0,,0.0
2026-01-17T00:00:00,72,8298.72,72,0,,0.0
2026-01-17T01:00:00,78,20243.120000000003,78,0,,0.0
2026-01-17T02:00:00,77,39920.439999999995,77,2,29193.53,0.025974025974025976
2026-01-17T03:00:00,88,19391.64,88,0,,0.0
2026-01-17T04:00:00,66,12456.590000000002,66,0,,0.0
2026-01-17T05:00:00,83,24711.33,83,0,,0.0
2026-01-17T06:00:00,66,13046.11,66,0,,0.0
2026-01-17T07:00:00,59,9078.890000000001,59,0,,0.0
2026-01-17T08:00:00,60,10567.869999999999,60,0,,0.0
2026-01-17T09:00:00,90,12074.16,90,0,,0.0
2026-01-17T10:00:00,65,3837.1700000000005,65,0,,0.0
2026-01-17T11:00:00,68,14074.119999999997,68,0,,0.0
2026-01-17T12:00:00,70,9666.130000000001,70,0,,0.0
2026-01-17T13:00:00,73,18432.15,73,0,,0.0
2026-01-17T14:00:00,79,6592.820000000001,79,0,,0.0
2026-01-17T15:00:00,76,8916.64,76,0,,0.0
2026-01-17T16:00:00,84,35545.77,84,2,24950.35,0.023809523809523808
2026-01-17T17:00:00,79,6823.81,79,0,,0.0
2026-01-17T18:00:00,76,5436.17,76,0,,0.0
2026-01-17T19:00:00,88,13274.79,88,0,,0.0
2026-01-17T20:00:00,58,9577.400000000001,58,0,,0.0
2026-01-17T21:00:00,87,17319.159999999996,87,0,,0.0
2026-01-17T22:00:00,82,13633.800000000001,82,0,,0.0
2026-01-17T23:00:00,66,8477.369999999999,66,0,,0.0
2026-01-18T00:00:00,71,35739.219999999994,71,0,,0.0
2026-01-18T01:00:00,63,19179.140000000003,63,1,9214.6,0.015873015873015872
2026-01-18T02:00:00,85,33296.5,85,0,,0.0
2026-01-18T03:00:00,75,15769.74,75,0,,0.0
2026-01-18T04:00:00,77,6604.590000000001,77,0,,0.0
2026-01-18T05:00:00,85,42725.46999999999,85,1,38054.89,0.011764705882352941
2026-01-18T06:00:00,96,9884.59,96,0,,0.0
2026-01-18T07:00:00,79,10995.44,79,0,,0.0
2026-01-18T08:00:00,69,19627.46,69,0,,0.0
2026-01-18T09:00:00,69,22417.42,69,0,,0.0
2026-01-18T10:00:00,90,13581.459999999997,90,0,,0.0
2026-01-18T11:00:00,72,6457.74,72,0,,0.0
2026-01-18T12:00:00,77,13016.299999999997,77,0,,0.0
2026-01-18T13:00:00,62,11918.830000000002,62,0,,0.0
2026-01-18T14:00:00,63,5503.850000000001,63,0,,0.0
2026-01-18T15:00:00,68,8826.51,68,0,,0.0
2026-01-18T16:00:00,78,14797.369999999999,78,0,,0.0
2026-01-18T17:00:00,78,10732.51,78,0,,0.0
2026-01-18T18:00:00,73,27289.34,73,1,12756.42,0.0136986301369863
2026-01-18T19:00:00,61,6046.280000000001,61,0,,0.0
2026-01-18T20:00:00,72,9405.63,72,0,,0.0
2026-01-18T21:00:00,96,10126.84,96,0,,0.0
2026-01-18T22:00:00,70,6839.4800000000005,70,0,,0.0
2026-01-18T23:00:00,83,14855.75,83,0,,0.0
2026-01-19T00:00:00,92,18387.660000000003,92,0,,0.0
2026-01-19T01:00:00,62,10641.27,62,0,,0.0
2026-01-19T02:00:00,78,17327.41,78,0,,0.0
2026-01-19T03:00:00,79,21687.06,79,0,,0.0
2026-01-19T04:00:00,72,14163.579999999998,72,0,,0.0
2026-01-19T05:00:00,65,12768.3,65,1,2467.7,0.015384615384615385
2026-01-19T06:00:00,96,24430.37,96,0,,0.0
2026-01-19T07:00:00,73,7402.469999999999,73,0,,0.0
2026-01-19T08:00:00,85,12822.490000000002,85,0,,0.0
