spike_id,window_start,window_end,spike_type,severity,volume,baseline_volume,volume_change_ratio,fraud_rate,baseline_fraud_rate,failure_rate,unique_accounts,unique_devices,unique_ip_subnets,unique_pincodes,top_skus,anomaly_reasons,anomaly_score,coordination_score
spk-fest-20260114-10,2026-01-14T10:00:00,2026-01-14T11:00:00,legitimate_festive_spike,info,54,22.222,2.43,0.0185,0.014,0.037,50,50,21,33,"[{""sku_id"": ""sku_1001"", ""count"": 5}, {""sku_id"": ""sku_1003"", ""count"": 3}, {""sku_id"": ""sku_1004"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",3.59,0.499
spk-fest-20260114-11,2026-01-14T11:00:00,2026-01-14T12:00:00,legitimate_festive_spike,info,51,21.222,2.403,0.0,0.0142,0.0784,48,47,21,30,"[{""sku_id"": ""sku_1001"", ""count"": 7}, {""sku_id"": ""sku_1003"", ""count"": 5}, {""sku_id"": ""sku_1002"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",3.031,0.421
spk-fest-20260114-12,2026-01-14T12:00:00,2026-01-14T13:00:00,legitimate_festive_spike,info,45,19.556,2.301,0.0222,0.0142,0.0667,44,45,20,29,"[{""sku_id"": ""sku_1002"", ""count"": 4}, {""sku_id"": ""sku_1004"", ""count"": 4}, {""sku_id"": ""sku_1026"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",2.122,0.025
spk-fest-20260114-13,2026-01-14T13:00:00,2026-01-14T14:00:00,legitimate_festive_spike,info,76,29.778,2.552,0.0132,0.0146,0.0921,72,73,22,41,"[{""sku_id"": ""sku_1001"", ""count"": 8}, {""sku_id"": ""sku_1002"", ""count"": 6}, {""sku_id"": ""sku_1004"", ""count"": 4}]","[""high_volume_with_preserved_diversity""]",1.105,0.266
spk-fest-20260114-16,2026-01-14T16:00:00,2026-01-14T17:00:00,legitimate_festive_spike,info,56,21.111,2.653,0.0179,0.0146,0.0536,53,53,20,31,"[{""sku_id"": ""sku_1006"", ""count"": 7}, {""sku_id"": ""sku_1003"", ""count"": 5}, {""sku_id"": ""sku_1002"", ""count"": 4}]","[""high_volume_with_preserved_diversity""]",2.895,0.155
spk-fest-20260114-17,2026-01-14T17:00:00,2026-01-14T18:00:00,legitimate_festive_spike,info,56,21.556,2.598,0.0179,0.0143,0.0893,56,56,21,32,"[{""sku_id"": ""sku_1002"", ""count"": 7}, {""sku_id"": ""sku_1001"", ""count"": 6}, {""sku_id"": ""sku_1006"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",1.798,0.054
spk-fest-20260114-18,2026-01-14T18:00:00,2026-01-14T19:00:00,legitimate_festive_spike,info,91,26.222,3.47,0.011,0.014,0.1319,78,79,22,38,"[{""sku_id"": ""sku_1006"", ""count"": 8}, {""sku_id"": ""sku_1011"", ""count"": 6}, {""sku_id"": ""sku_1001"", ""count"": 6}]","[""high_volume_with_preserved_diversity""]",3.993,0.934
spk-fest-20260114-19,2026-01-14T19:00:00,2026-01-14T20:00:00,legitimate_festive_spike,info,87,29.444,2.955,0.0,0.0141,0.046,78,78,22,36,"[{""sku_id"": ""sku_1001"", ""count"": 16}, {""sku_id"": ""sku_1002"", ""count"": 7}, {""sku_id"": ""sku_1004"", ""count"": 7}]","[""high_volume_with_preserved_diversity""]",4.588,0.581
spk-fest-20260114-20,2026-01-14T20:00:00,2026-01-14T21:00:00,legitimate_festive_spike,info,69,30.667,2.25,0.0145,0.0136,0.0435,65,65,22,36,"[{""sku_id"": ""sku_1003"", ""count"": 8}, {""sku_id"": ""sku_1010"", ""count"": 6}, {""sku_id"": ""sku_1001"", ""count"": 5}]","[""high_volume_with_preserved_diversity""]",3.132,0.421
spk-fest-20260114-21,2026-01-14T21:00:00,2026-01-14T22:00:00,legitimate_festive_spike,info,46,21.667,2.123,0.0,0.0123,0.1087,42,42,21,26,"[{""sku_id"": ""sku_1002"", ""count"": 6}, {""sku_id"": ""sku_1005"", ""count"": 4}, {""sku_id"": ""sku_1003"", ""count"": 4}]","[""high_volume_with_preserved_diversity""]",2.275,0.62
spk-fest-20260114-22,2026-01-14T22:00:00,2026-01-14T23:00:00,legitimate_festive_spike,info,22,9.556,2.302,0.0,0.0123,0.0455,22,22,14,15,"[{""sku_id"": ""sku_1001"", ""count"": 4}, {""sku_id"": ""sku_1004"", ""count"": 3}, {""sku_id"": ""sku_1018"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",1.199,0.004
spk-fest-20260114-23,2026-01-14T23:00:00,2026-01-15T00:00:00,legitimate_festive_spike,info,28,8.556,3.273,0.0,0.0123,0.0357,28,28,16,21,"[{""sku_id"": ""sku_1002"", ""count"": 5}, {""sku_id"": ""sku_1001"", ""count"": 4}, {""sku_id"": ""sku_1022"", ""count"": 2}]","[""high_volume_with_preserved_diversity""]",3.395,0.004
spk-fest-20260115-06,2026-01-15T06:00:00,2026-01-15T07:00:00,legitimate_festive_spike,info,21,8.5,2.471,0.0,0.0126,0.0476,20,20,11,15,"[{""sku_id"": ""sku_1020"", ""count"": 2}, {""sku_id"": ""sku_1005"", ""count"": 2}, {""sku_id"": ""sku_1001"", ""count"": 2}]","[""high_volume_with_preserved_diversity""]",1.143,0.113
spk-fest-20260115-08,2026-01-15T08:00:00,2026-01-15T09:00:00,legitimate_festive_spike,info,49,16.1,3.043,0.0,0.0126,0.0816,48,48,22,31,"[{""sku_id"": ""sku_1001"", ""count"": 12}, {""sku_id"": ""sku_1002"", ""count"": 5}, {""sku_id"": ""sku_1005"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",2.234,0.078
spk-fest-20260115-09,2026-01-15T09:00:00,2026-01-15T10:00:00,legitimate_festive_spike,info,42,21.6,1.944,0.0238,0.0126,0.1429,40,40,19,25,"[{""sku_id"": ""sku_1001"", ""count"": 6}, {""sku_id"": ""sku_1004"", ""count"": 3}, {""sku_id"": ""sku_1010"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",1.222,0.357
spk-fest-20260115-10,2026-01-15T10:00:00,2026-01-15T11:00:00,legitimate_festive_spike,info,54,25.4,2.126,0.0,0.0129,0.0926,53,53,21,34,"[{""sku_id"": ""sku_1001"", ""count"": 9}, {""sku_id"": ""sku_1002"", ""count"": 5}, {""sku_id"": ""sku_1005"", ""count"": 5}]","[""high_volume_with_preserved_diversity""]",1.186,0.242
spk-fest-20260115-11,2026-01-15T11:00:00,2026-01-15T12:00:00,legitimate_festive_spike,info,60,24.2,2.479,0.0,0.0129,0.1,55,56,20,31,"[{""sku_id"": ""sku_1001"", ""count"": 10}, {""sku_id"": ""sku_1004"", ""count"": 6}, {""sku_id"": ""sku_1002"", ""count"": 6}]","[""high_volume_with_preserved_diversity""]",1.644,0.408
spk-fest-20260115-12,2026-01-15T12:00:00,2026-01-15T13:00:00,legitimate_festive_spike,info,70,22.1,3.167,0.0714,0.0129,0.0143,67,67,21,35,"[{""sku_id"": ""sku_1001"", ""count"": 7}, {""sku_id"": ""sku_1002"", ""count"": 6}, {""sku_id"": ""sku_1004"", ""count"": 5}]","[""high_volume_with_preserved_diversity""]",2.028,0.162
spk-fest-20260115-16,2026-01-15T16:00:00,2026-01-15T17:00:00,legitimate_festive_spike,info,50,24.6,2.033,0.02,0.013,0.08,46,46,18,28,"[{""sku_id"": ""sku_1004"", ""count"": 7}, {""sku_id"": ""sku_1001"", ""count"": 4}, {""sku_id"": ""sku_1003"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",1.146,0.393
spk-fest-20260115-17,2026-01-15T17:00:00,2026-01-15T18:00:00,legitimate_festive_spike,info,62,25.0,2.48,0.0323,0.0133,0.1774,59,60,21,33,"[{""sku_id"": ""sku_1003"", ""count"": 8}, {""sku_id"": ""sku_1002"", ""count"": 7}, {""sku_id"": ""sku_1007"", ""count"": 6}]","[""high_volume_with_preserved_diversity""]",1.449,0.429
spk-fest-20260115-18,2026-01-15T18:00:00,2026-01-15T19:00:00,legitimate_festive_spike,info,79,32.7,2.416,0.0127,0.0137,0.0633,73,75,23,36,"[{""sku_id"": ""sku_1007"", ""count"": 10}, {""sku_id"": ""sku_1001"", ""count"": 10}, {""sku_id"": ""sku_1004"", ""count"": 5}]","[""high_volume_with_preserved_diversity""]",0.999,0.251
spk-fest-20260115-21,2026-01-15T21:00:00,2026-01-15T22:00:00,legitimate_festive_spike,info,48,24.1,1.992,0.0417,0.0139,0.0417,42,42,19,29,"[{""sku_id"": ""sku_1001"", ""count"": 7}, {""sku_id"": ""sku_1004"", ""count"": 4}, {""sku_id"": ""sku_1010"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",1.51,0.59
spk-fest-20260115-22,2026-01-15T22:00:00,2026-01-15T23:00:00,legitimate_festive_spike,info,34,10.8,3.148,0.0,0.0145,0.0,34,34,16,26,"[{""sku_id"": ""sku_1002"", ""count"": 6}, {""sku_id"": ""sku_1010"", ""count"": 3}, {""sku_id"": ""sku_1001"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",1.559,0.005
spk-fest-20260115-23,2026-01-15T23:00:00,2026-01-16T00:00:00,legitimate_festive_spike,info,25,10.5,2.381,0.0,0.0145,0.12,23,23,13,19,"[{""sku_id"": ""sku_1002"", ""count"": 3}, {""sku_id"": ""sku_1007"", ""count"": 2}, {""sku_id"": ""sku_1009"", ""count"": 2}]","[""high_volume_with_preserved_diversity""]",1.125,0.336
spk-fest-20260116-06,2026-01-16T06:00:00,2026-01-16T07:00:00,legitimate_festive_spike,info,24,10.3,2.33,0.0,0.0145,0.0,23,23,17,21,"[{""sku_id"": ""sku_1003"", ""count"": 3}, {""sku_id"": ""sku_1015"", ""count"": 2}, {""sku_id"": ""sku_1018"", ""count"": 2}]","[""high_volume_with_preserved_diversity""]",0.937,0.038
spk-fest-20260116-09,2026-01-16T09:00:00,2026-01-16T10:00:00,legitimate_festive_spike,info,46,24.4,1.885,0.0435,0.0119,0.1087,45,45,18,25,"[{""sku_id"": ""sku_1001"", ""count"": 7}, {""sku_id"": ""sku_1002"", ""count"": 5}, {""sku_id"": ""sku_1003"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",0.826,0.067
spk-fest-20260116-10,2026-01-16T10:00:00,2026-01-16T11:00:00,legitimate_festive_spike,info,60,28.4,2.113,0.0333,0.0125,0.05,54,55,22,31,"[{""sku_id"": ""sku_1001"", ""count"": 5}, {""sku_id"": ""sku_1002"", ""count"": 4}, {""sku_id"": ""sku_1025"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",1.198,0.402
spk-fest-20260116-12,2026-01-16T12:00:00,2026-01-16T13:00:00,legitimate_festive_spike,info,75,27.1,2.768,0.0267,0.0127,0.0667,70,70,23,35,"[{""sku_id"": ""sku_1002"", ""count"": 8}, {""sku_id"": ""sku_1001"", ""count"": 8}, {""sku_id"": ""sku_1004"", ""count"": 6}]","[""high_volume_with_preserved_diversity""]",1.224,0.268
spk-fest-20260116-19,2026-01-16T19:00:00,2026-01-16T20:00:00,legitimate_festive_spike,info,90,39.9,2.256,0.0,0.0131,0.1444,83,84,23,37,"[{""sku_id"": ""sku_1001"", ""count"": 10}, {""sku_id"": ""sku_1004"", ""count"": 5}, {""sku_id"": ""sku_1005"", ""count"": 5}]","[""high_volume_with_preserved_diversity""]",1.292,0.473
spk-fest-20260116-20,2026-01-16T20:00:00,2026-01-16T21:00:00,legitimate_festive_spike,info,80,37.4,2.139,0.0125,0.0131,0.15,71,71,23,34,"[{""sku_id"": ""sku_1003"", ""count"": 8}, {""sku_id"": ""sku_1001"", ""count"": 8}, {""sku_id"": ""sku_1002"", ""count"": 5}]","[""high_volume_with_preserved_diversity""]",1.892,0.866
spk-fest-20260116-21,2026-01-16T21:00:00,2026-01-16T22:00:00,legitimate_festive_spike,info,53,27.3,1.941,0.0,0.0133,0.0943,51,51,19,31,"[{""sku_id"": ""sku_1001"", ""count"": 12}, {""sku_id"": ""sku_1007"", ""count"": 4}, {""sku_id"": ""sku_1003"", ""count"": 4}]","[""high_volume_with_preserved_diversity""]",1.147,0.351
spk-fest-20260116-22,2026-01-16T22:00:00,2026-01-16T23:00:00,legitimate_festive_spike,info,33,13.8,2.391,0.0,0.0127,0.1212,33,33,16,25,"[{""sku_id"": ""sku_1001"", ""count"": 5}, {""sku_id"": ""sku_1005"", ""count"": 4}, {""sku_id"": ""sku_1043"", ""count"": 3}]","[""high_volume_with_preserved_diversity""]",0.874,0.082
spk-coord-20260118-02,2026-01-18T02:00:00,2026-01-18T03:00:00,suspicious_coordinated_spike,high,75,4.889,15.341,0.84,0.016,0.9067,43,12,5,6,"[{""sku_id"": ""sku_1050"", ""count"": 71}, {""sku_id"": ""sku_1004"", ""count"": 1}, {""sku_id"": ""sku_1007"", ""count"": 1}]","[""volume_above_baseline"", ""failure_rate_above_baseline"", ""many_accounts_per_device"", ""high_device_reuse"", ""ip_subnet_concentration"", ""sku_concentration"", ""elevated_device_velocity"", ""high_absolute_failure_rate"", ""narrow_sku_targeting""]",65.834,58.211
spk-coord-20260118-03,2026-01-18T03:00:00,2026-01-18T04:00:00,suspicious_coordinated_spike,high,62,3.875,16.0,0.8065,0.0277,0.7258,40,11,5,6,"[{""sku_id"": ""sku_1050"", ""count"": 58}, {""sku_id"": ""sku_1003"", ""count"": 2}, {""sku_id"": ""sku_1005"", ""count"": 1}]","[""volume_above_baseline"", ""failure_rate_above_baseline"", ""many_accounts_per_device"", ""high_device_reuse"", ""ip_subnet_concentration"", ""sku_concentration"", ""elevated_device_velocity"", ""high_absolute_failure_rate"", ""narrow_sku_targeting""]",50.339,43.073
spk-coord-20260118-04,2026-01-18T04:00:00,2026-01-18T05:00:00,suspicious_coordinated_spike,high,79,4.375,18.057,0.8481,0.0389,0.7975,50,15,8,9,"[{""sku_id"": ""sku_1050"", ""count"": 73}, {""sku_id"": ""sku_1005"", ""count"": 1}, {""sku_id"": ""sku_1016"", ""count"": 1}]","[""volume_above_baseline"", ""failure_rate_above_baseline"", ""many_accounts_per_device"", ""high_device_reuse"", ""sku_concentration"", ""elevated_device_velocity"", ""high_absolute_failure_rate"", ""narrow_sku_targeting""]",31.934,21.502
