transaction_id,timestamp,account_id,device_id,ip_address,ip_subnet,pincode,sku_id,amount,payment_method,transaction_status,fraud_label,event_type,account_tx_count_1h,device_tx_count_1h,ip_subnet_tx_count_1h
txn_000045,2026-01-05T09:00:58,acc_0850,dev_0996,103.88.1.84,103.88.1.0/24,226010,sku_1010,436.82,UPI,success,0,legitimate_purchase,1,1,1
txn_000046,2026-01-05T09:03:22,acc_0113,dev_0143,117.216.1.215,117.216.1.0/24,682030,sku_1017,1322.18,UPI,success,0,legitimate_purchase,1,1,2
txn_000047,2026-01-05T09:10:28,acc_0386,dev_0458,103.240.1.68,103.240.1.0/24,380015,sku_1021,2969.91,card,success,0,legitimate_purchase,1,1,1
txn_000048,2026-01-05T09:11:56,acc_0766,dev_0903,122.160.2.85,122.160.2.0/24,302001,sku_1003,488.96,UPI,success,0,legitimate_purchase,1,1,1
txn_000049,2026-01-05T09:17:03,acc_0365,dev_0435,103.93.1.59,103.93.1.0/24,560102,sku_1014,269.15,UPI,success,0,legitimate_purchase,1,1,2
txn_000050,2026-01-05T09:17:51,acc_0878,dev_1027,103.88.1.220,103.88.1.0/24,110024,sku_1014,502.71,card,success,0,legitimate_purchase,1,1,2
txn_000051,2026-01-05T09:18:58,acc_0685,dev_0807,103.12.1.110,103.12.1.0/24,302033,sku_1036,427.04,UPI,success,0,legitimate_purchase,1,1,1
txn_000052,2026-01-05T09:22:55,acc_0569,dev_0673,49.36.20.99,49.36.20.0/24,400092,sku_1041,2384.46,UPI,success,0,legitimate_purchase,1,1,2
txn_000053,2026-01-05T09:34:41,acc_0464,dev_0555,49.207.2.222,49.207.2.0/24,560034,sku_1046,2428.02,card,success,0,legitimate_purchase,1,1,1
txn_000054,2026-01-05T09:39:28,acc_0167,dev_0206,103.50.10.182,103.50.10.0/24,400070,sku_1001,416.57,card,success,0,legitimate_purchase,1,1,1
txn_000055,2026-01-05T09:42:47,acc_0168,dev_0207,117.192.2.86,117.192.2.0/24,600017,sku_1016,934.79,UPI,success,0,legitimate_purchase,1,1,1
txn_000056,2026-01-05T09:42:51,acc_0538,dev_0640,203.197.2.75,203.197.2.0/24,700091,sku_1019,2070.95,UPI,success,0,legitimate_purchase,1,1,2
txn_000057,2026-01-05T09:46:51,acc_0833,dev_0977,49.207.2.57,49.207.2.0/24,560001,sku_1001,400.03,UPI,success,0,legitimate_purchase,1,1,2
txn_000058,2026-01-05T09:47:17,acc_0073,dev_0095,14.139.1.186,14.139.1.0/24,160017,sku_1013,469.7,UPI,success,0,legitimate_purchase,1,1,1
txn_000059,2026-01-05T09:47:17,acc_0868,dev_1017,103.93.1.217,103.93.1.0/24,226021,sku_1003,216.26,wallet,success,0,legitimate_purchase,1,1,2
txn_000060,2026-01-05T09:48:09,acc_0814,dev_0955,103.88.2.19,103.88.2.0/24,400001,sku_1001,223.56,UPI,success,0,legitimate_purchase,1,1,1
txn_000061,2026-01-05T10:00:26,acc_0065,dev_0084,14.139.1.212,14.139.1.0/24,160001,sku_1006,462.61,UPI,success,0,legitimate_purchase,1,1,2
txn_000062,2026-01-05T10:08:07,acc_0453,dev_0542,103.88.2.83,103.88.2.0/24,160036,sku_1041,1925.25,netbanking,success,0,legitimate_purchase,1,1,2
txn_000063,2026-01-05T10:12:01,acc_0183,dev_0224,103.86.30.69,103.86.30.0/24,560034,sku_1004,511.17,netbanking,success,0,legitimate_purchase,1,1,1
txn_000064,2026-01-05T10:14:51,acc_0380,dev_0451,49.205.1.32,49.205.1.0/24,500084,sku_1008,538.73,UPI,success,0,legitimate_purchase,1,1,1
txn_000065,2026-01-05T10:16:26,acc_0285,dev_0347,203.197.1.105,203.197.1.0/24,700091,sku_1003,240.4,card,success,0,legitimate_purchase,1,1,1
txn_000066,2026-01-05T10:17:34,acc_0003,dev_0003,157.48.10.105,157.48.10.0/24,110024,sku_1001,531.9,card,success,0,legitimate_purchase,1,1,1
txn_000067,2026-01-05T10:17:54,acc_0286,dev_0348,117.192.2.27,117.192.2.0/24,600017,sku_1025,1452.59,card,success,0,legitimate_purchase,1,1,2
txn_000068,2026-01-05T10:25:00,acc_0573,dev_0677,49.36.20.9,49.36.20.0/24,400050,sku_1029,11407.97,UPI,success,0,legitimate_purchase,1,1,1
txn_000069,2026-01-05T10:25:27,acc_0522,dev_0621,117.192.2.99,117.192.2.0/24,160017,sku_1025,4032.47,card,success,0,legitimate_purchase,1,1,3
txn_000070,2026-01-05T10:26:37,acc_0139,dev_0174,103.50.10.222,103.50.10.0/24,400001,sku_1001,369.18,card,success,0,legitimate_purchase,1,1,2
txn_000071,2026-01-05T10:28:16,acc_0769,dev_0906,103.93.1.245,103.93.1.0/24,226001,sku_1001,302.31,netbanking,success,0,legitimate_purchase,1,1,2
txn_000072,2026-01-05T10:28:42,acc_0739,dev_0872,49.36.20.190,49.36.20.0/24,400092,sku_1006,891.88,card,success,0,legitimate_purchase,1,1,2
txn_000073,2026-01-05T10:34:08,acc_0439,dev_0524,103.93.1.153,103.93.1.0/24,226010,sku_1045,2022.09,UPI,success,0,legitimate_purchase,1,1,3
txn_000074,2026-01-05T10:41:25,acc_0380,dev_0452,49.205.1.62,49.205.1.0/24,500084,sku_1028,11888.32,UPI,success,0,legitimate_purchase,2,1,2
txn_000075,2026-01-05T10:43:49,acc_0324,dev_0392,117.192.2.91,117.192.2.0/24,600001,sku_1007,263.75,UPI,success,0,legitimate_purchase,1,1,3
txn_000076,2026-01-05T10:51:19,acc_0672,dev_0790,103.240.1.228,103.240.1.0/24,411001,sku_1002,364.82,netbanking,failed,0,legitimate_purchase,1,1,1
txn_000077,2026-01-05T10:51:48,acc_0247,dev_0303,203.197.2.160,203.197.2.0/24,700001,sku_1001,459.13,card,success,0,legitimate_purchase,1,1,1
txn_000078,2026-01-05T10:54:39,acc_0143,dev_0178,103.210.20.64,103.210.20.0/24,500081,sku_1007,446.45,card,success,0,legitimate_purchase,1,1,1
txn_000079,2026-01-05T10:59:05,acc_0073,dev_0095,14.139.1.198,14.139.1.0/24,160017,sku_1008,438.05,card,success,0,legitimate_purchase,1,1,2
txn_000080,2026-01-05T11:07:56,acc_0864,dev_1013,49.36.20.250,49.36.20.0/24,400102,sku_1016,3285.64,wallet,success,0,legitimate_purchase,1,1,3
txn_000081,2026-01-05T11:09:11,acc_0284,dev_0346,103.93.1.163,103.93.1.0/24,226010,sku_1035,2256.54,UPI,success,0,legitimate_purchase,1,1,3
txn_000082,2026-01-05T11:17:30,acc_0628,dev_0739,49.36.20.62,49.36.20.0/24,400050,sku_1050,851.0,wallet,declined,0,legitimate_purchase,1,1,4
txn_000083,2026-01-05T11:19:56,acc_0067,dev_0087,103.12.1.142,103.12.1.0/24,302001,sku_1012,470.63,UPI,success,0,legitimate_purchase,1,1,1
txn_000084,2026-01-05T11:31:39,acc_0471,dev_0564,117.192.2.235,117.192.2.0/24,600096,sku_1026,5755.3,UPI,success,0,legitimate_purchase,1,1,2
txn_000085,2026-01-05T11:36:31,acc_0460,dev_0550,117.192.2.130,117.192.2.0/24,600042,sku_1001,133.93,UPI,success,0,legitimate_purchase,1,1,3
txn_000086,2026-01-05T11:38:03,acc_0860,dev_1009,117.192.1.168,117.192.1.0/24,600017,sku_1004,426.16,card,success,0,legitimate_purchase,1,1,1
txn_000087,2026-01-05T11:41:54,acc_0371,dev_0441,117.192.1.98,117.192.1.0/24,600042,sku_1001,350.04,netbanking,success,0,legitimate_purchase,1,1,2
txn_000088,2026-01-05T11:46:33,acc_0199,dev_0243,103.12.1.166,103.12.1.0/24,302001,sku_1003,337.39,card,success,0,legitimate_purchase,1,1,2
txn_000089,2026-01-05T11:49:14,acc_0739,dev_0872,103.50.11.238,103.50.11.0/24,400092,sku_1027,5447.86,card,success,0,legitimate_purchase,1,1,1
txn_000090,2026-01-05T11:55:26,acc_0612,dev_0722,49.205.1.215,49.205.1.0/24,500001,sku_1021,2262.08,card,success,0,legitimate_purchase,1,1,1
txn_000091,2026-01-05T12:01:55,acc_0456,dev_0546,49.205.1.107,49.205.1.0/24,500001,sku_1009,474.76,UPI,success,0,legitimate_purchase,1,1,2
txn_000092,2026-01-05T12:03:08,acc_0499,dev_0595,117.216.1.117,117.216.1.0/24,682001,sku_1001,360.12,card,success,0,legitimate_purchase,1,1,1
txn_000093,2026-01-05T12:03:10,acc_0636,dev_0749,103.210.20.34,103.210.20.0/24,500081,sku_1011,368.3,wallet,success,0,legitimate_purchase,1,1,1
txn_000094,2026-01-05T12:07:57,acc_0776,dev_0915,103.50.11.240,103.50.11.0/24,400050,sku_1031,6166.28,UPI,success,0,legitimate_purchase,1,1,2
txn_000095,2026-01-05T12:09:26,acc_0743,dev_0876,117.216.1.172,117.216.1.0/24,682030,sku_1007,596.31,UPI,success,0,legitimate_purchase,1,1,2
txn_000096,2026-01-05T12:10:21,acc_0784,dev_0923,203.197.1.33,203.197.1.0/24,700032,sku_1001,344.25,UPI,success,0,legitimate_purchase,1,1,1
txn_000097,2026-01-05T12:11:42,acc_0414,dev_0493,103.88.1.148,103.88.1.0/24,411057,sku_1001,284.41,card,success,0,legitimate_purchase,1,1,1
txn_000098,2026-01-05T12:21:56,acc_0219,dev_0267,103.88.1.101,103.88.1.0/24,411057,sku_1019,1597.49,card,success,0,legitimate_purchase,1,1,2
txn_000099,2026-01-05T12:23:19,acc_0416,dev_0495,117.216.1.244,117.216.1.0/24,682030,sku_1003,509.62,netbanking,success,0,legitimate_purchase,1,1,3
txn_000100,2026-01-05T12:27:10,acc_0668,dev_0785,103.50.10.31,103.50.10.0/24,600017,sku_1026,5938.41,UPI,success,0,legitimate_purchase,1,1,1
txn_000101,2026-01-05T12:28:19,acc_0691,dev_0813,49.207.2.233,49.207.2.0/24,560066,sku_1029,9781.35,UPI,success,0,legitimate_purchase,1,1,1
txn_000102,2026-01-05T12:30:09,acc_0096,dev_0125,103.240.1.164,103.240.1.0/24,380015,sku_1005,311.14,card,success,0,legitimate_purchase,1,1,1
txn_000103,2026-01-05T12:34:52,acc_0108,dev_0138,103.210.20.124,103.210.20.0/24,682030,sku_1002,333.99,card,success,0,legitimate_purchase,1,1,2
txn_000104,2026-01-05T12:35:18,acc_0492,dev_0588,103.88.1.11,103.88.1.0/24,411014,sku_1003,157.7,UPI,success,0,legitimate_purchase,1,1,3
txn_000105,2026-01-05T12:36:38,acc_0820,dev_0962,103.210.20.186,103.210.20.0/24,500081,sku_1005,747.98,UPI,success,0,legitimate_purchase,1,1,3
txn_000106,2026-01-05T12:39:03,acc_0887,dev_1038,203.197.2.68,203.197.2.0/24,110085,sku_1039,1020.15,UPI,success,0,legitimate_purchase,1,1,1
txn_000107,2026-01-05T12:45:41,acc_0100,dev_0130,117.216.1.242,117.216.1.0/24,682030,sku_1001,334.03,card,success,0,legitimate_purchase,1,1,4
txn_000108,2026-01-05T12:48:48,acc_0881,dev_1030,117.216.1.136,117.216.1.0/24,682030,sku_1003,244.43,netbanking,success,0,legitimate_purchase,1,1,5
txn_000109,2026-01-05T12:57:10,acc_0842,dev_0988,203.197.1.41,203.197.1.0/24,700032,sku_1017,1056.59,UPI,success,0,legitimate_purchase,1,1,2
txn_000110,2026-01-05T12:58:10,acc_0276,dev_0337,103.88.1.24,103.88.1.0/24,411001,sku_1001,294.97,UPI,success,0,legitimate_purchase,1,1,4
txn_000111,2026-01-05T12:59:13,acc_0371,dev_0441,49.34.10.50,49.34.10.0/24,600001,sku_1022,853.19,wallet,success,0,legitimate_purchase,1,1,1
txn_000112,2026-01-05T13:00:08,acc_0371,dev_0441,117.192.1.240,117.192.1.0/24,600017,sku_1007,541.12,UPI,success,0,legitimate_purchase,2,2,1
txn_000113,2026-01-05T13:05:24,acc_0444,dev_0530,157.48.10.78,157.48.10.0/24,110085,sku_1003,415.18,wallet,success,0,legitimate_purchase,1,1,1
txn_000114,2026-01-05T13:07:02,acc_0081,dev_0106,103.50.10.187,103.50.10.0/24,400092,sku_1036,1059.81,UPI,success,0,legitimate_purchase,1,1,2
txn_000115,2026-01-05T13:07:12,acc_0492,dev_0588,103.88.2.215,103.88.2.0/24,411014,sku_1045,1861.17,card,success,0,legitimate_purchase,2,2,1
txn_000116,2026-01-05T13:07:15,acc_0276,dev_0337,103.88.2.99,103.88.2.0/24,411001,sku_1002,351.5,UPI,success,0,legitimate_purchase,2,2,2
txn_000117,2026-01-05T13:11:19,acc_0248,dev_0304,103.210.20.247,103.210.20.0/24,380054,sku_1046,2500.89,card,success,0,legitimate_purchase,1,1,3
txn_000118,2026-01-05T13:13:38,acc_0823,dev_0966,103.93.1.98,103.93.1.0/24,600096,sku_1041,1148.03,UPI,success,0,legitimate_purchase,1,1,1
txn_000119,2026-01-05T13:15:42,acc_0200,dev_0244,14.139.1.92,14.139.1.0/24,160017,sku_1016,1821.4,netbanking,success,0,legitimate_purchase,1,1,1
txn_000120,2026-01-05T13:16:22,acc_0037,dev_0048,14.139.1.222,14.139.1.0/24,160001,sku_1011,280.56,UPI,failed,0,legitimate_purchase,1,1,2
txn_000121,2026-01-05T13:16:36,acc_0408,dev_0486,117.216.1.221,117.216.1.0/24,682016,sku_1004,280.81,UPI,success,0,legitimate_purchase,1,1,4
txn_000122,2026-01-05T13:18:19,acc_0281,dev_0343,103.12.1.169,103.12.1.0/24,302001,sku_1001,246.67,UPI,success,0,legitimate_purchase,1,1,1
txn_000123,2026-01-05T13:18:29,acc_0345,dev_0415,117.216.1.104,117.216.1.0/24,682030,sku_1003,630.65,netbanking,success,0,legitimate_purchase,1,1,5
txn_000124,2026-01-05T13:20:27,acc_0572,dev_0676,14.139.1.100,14.139.1.0/24,160001,sku_1006,461.09,UPI,failed,0,legitimate_purchase,1,1,3
txn_000125,2026-01-05T13:23:39,acc_0591,dev_0698,103.50.11.11,103.50.11.0/24,400050,sku_1003,295.54,UPI,success,0,legitimate_purchase,1,1,1
txn_000126,2026-01-05T13:25:33,acc_0387,dev_0459,122.160.1.216,122.160.1.0/24,110001,sku_1013,396.78,wallet,success,0,legitimate_purchase,1,1,1
txn_000127,2026-01-05T13:31:38,acc_0723,dev_0852,103.240.1.49,103.240.1.0/24,380015,sku_1020,2287.79,card,success,0,legitimate_purchase,1,1,1
txn_000128,2026-01-05T13:34:04,acc_0270,dev_0330,103.86.30.116,103.86.30.0/24,560076,sku_1050,676.26,UPI,failed,0,legitimate_purchase,1,1,1
txn_000129,2026-01-05T13:35:28,acc_0672,dev_0790,117.216.1.189,117.216.1.0/24,682016,sku_1005,323.17,UPI,declined,0,legitimate_purchase,1,1,5
txn_000130,2026-01-05T13:36:21,acc_0431,dev_0514,203.197.1.122,203.197.1.0/24,700091,sku_1020,1800.44,UPI,success,0,legitimate_purchase,1,1,2
txn_000131,2026-01-05T13:39:51,acc_0176,dev_0215,103.210.20.161,103.210.20.0/24,500001,sku_1036,609.42,netbanking,success,0,legitimate_purchase,1,1,2
txn_000132,2026-01-05T13:40:59,acc_0632,dev_0743,49.207.2.251,49.207.2.0/24,560076,sku_1003,280.2,netbanking,success,0,legitimate_purchase,1,1,1
txn_000133,2026-01-05T13:41:03,acc_0687,dev_0809,122.160.1.93,122.160.1.0/24,110048,sku_1014,366.28,card,success,0,legitimate_purchase,1,1,2
txn_000134,2026-01-05T13:41:36,acc_0035,dev_0045,14.139.1.55,14.139.1.0/24,160017,sku_1040,1574.06,UPI,success,0,legitimate_purchase,1,1,4
txn_000135,2026-01-05T13:42:05,acc_0496,dev_0592,14.139.1.52,14.139.1.0/24,160036,sku_1010,368.8,wallet,success,0,legitimate_purchase,1,1,5
txn_000136,2026-01-05T13:47:03,acc_0696,dev_0818,103.88.1.134,103.88.1.0/24,411038,sku_1040,831.19,card,success,0,legitimate_purchase,1,1,2
txn_000137,2026-01-05T13:51:02,acc_0018,dev_0021,203.197.2.202,203.197.2.0/24,700019,sku_1004,346.68,UPI,success,0,legitimate_purchase,1,1,1
txn_000138,2026-01-05T13:52:57,acc_0529,dev_0629,203.197.1.72,203.197.1.0/24,700032,sku_1048,725.78,UPI,success,0,legitimate_purchase,1,1,3
txn_000139,2026-01-05T13:54:51,acc_0503,dev_0599,103.240.1.228,103.240.1.0/24,380054,sku_1031,7998.24,wallet,success,0,legitimate_purchase,1,1,2
txn_000140,2026-01-05T13:55:31,acc_0614,dev_0724,49.207.1.127,49.207.1.0/24,560034,sku_1046,1943.39,card,success,0,legitimate_purchase,1,1,1
txn_000141,2026-01-05T13:56:45,acc_0042,dev_0054,203.197.2.238,203.197.2.0/24,700001,sku_1007,597.77,UPI,success,0,legitimate_purchase,1,1,2
txn_000142,2026-01-05T14:00:43,acc_0055,dev_0070,49.207.2.219,49.207.2.0/24,400001,sku_1014,269.99,UPI,success,0,legitimate_purchase,1,1,2
txn_000143,2026-01-05T14:03:03,acc_0039,dev_0051,49.205.1.250,49.205.1.0/24,560076,sku_1001,376.94,wallet,success,0,legitimate_purchase,1,1,1
txn_000144,2026-01-05T14:03:16,acc_0456,dev_0546,103.210.20.78,103.210.20.0/24,500001,sku_1005,498.15,UPI,success,0,legitimate_purchase,1,1,3
txn_000145,2026-01-05T14:05:01,acc_0355,dev_0425,14.139.1.50,14.139.1.0/24,160001,sku_1002,361.62,UPI,success,0,legitimate_purchase,1,1,6
txn_000146,2026-01-05T14:08:16,acc_0892,dev_1044,49.207.2.233,49.207.2.0/24,560001,sku_1005,457.66,UPI,success,0,legitimate_purchase,1,1,3
txn_000147,2026-01-05T14:08:56,acc_0008,dev_0009,203.197.1.34,203.197.1.0/24,700091,sku_1012,605.02,UPI,success,0,legitimate_purchase,1,1,3
txn_000148,2026-01-05T14:12:37,acc_0520,dev_0619,117.216.1.14,117.216.1.0/24,682030,sku_1010,337.6,UPI,success,0,legitimate_purchase,1,1,4
txn_000149,2026-01-05T14:13:10,acc_0337,dev_0406,103.86.30.87,103.86.30.0/24,560102,sku_1015,1673.58,UPI,success,0,legitimate_purchase,1,1,2
txn_000150,2026-01-05T14:18:45,acc_0590,dev_0697,117.192.2.237,117.192.2.0/24,600042,sku_1003,268.71,UPI,success,0,legitimate_purchase,1,1,1
txn_000151,2026-01-05T14:22:33,acc_0268,dev_0327,49.34.10.115,49.34.10.0/24,380015,sku_1033,9143.38,UPI,failed,0,legitimate_purchase,1,1,1
txn_000152,2026-01-05T14:24:43,acc_0739,dev_0871,49.36.20.82,49.36.20.0/24,400092,sku_1002,440.84,UPI,success,0,legitimate_purchase,1,1,1
txn_000153,2026-01-05T14:26:28,acc_0426,dev_0508,103.88.1.170,103.88.1.0/24,411001,sku_1013,1294.85,card,success,0,legitimate_purchase,1,1,2
txn_000154,2026-01-05T14:28:48,acc_0541,dev_0643,49.34.10.48,49.34.10.0/24,380054,sku_1001,203.27,UPI,success,0,legitimate_purchase,1,1,2
txn_000155,2026-01-05T14:30:37,acc_0130,dev_0164,103.50.10.234,103.50.10.0/24,400070,sku_1003,323.25,wallet,success,0,legitimate_purchase,1,1,1
txn_000156,2026-01-05T14:30:49,acc_0382,dev_0454,49.36.20.253,49.36.20.0/24,400070,sku_1005,633.75,card,success,0,legitimate_purchase,1,1,2
txn_000157,2026-01-05T14:37:46,acc_0839,dev_0985,117.192.2.94,117.192.2.0/24,600001,sku_1006,372.51,UPI,success,0,legitimate_purchase,1,1,2
txn_000158,2026-01-05T14:40:49,acc_0408,dev_0486,117.216.1.31,117.216.1.0/24,682016,sku_1009,403.02,UPI,success,0,legitimate_purchase,1,1,2
txn_000159,2026-01-05T14:42:59,acc_0284,dev_0346,103.93.1.114,103.93.1.0/24,226010,sku_1002,455.8,netbanking,success,0,legitimate_purchase,1,1,1
txn_000160,2026-01-05T14:43:41,acc_0301,dev_0365,117.216.1.139,117.216.1.0/24,682016,sku_1003,246.59,UPI,success,0,legitimate_purchase,1,1,3
txn_000161,2026-01-05T14:44:06,acc_0101,dev_0131,103.88.1.219,103.88.1.0/24,411057,sku_1041,1273.69,UPI,success,0,legitimate_purchase,1,1,3
txn_000162,2026-01-05T14:44:42,acc_0395,dev_0469,103.88.2.218,103.88.2.0/24,411001,sku_1004,300.62,netbanking,success,0,legitimate_purchase,1,1,1
